name,id,description,search_term,wikidata_id,wikidata_label,wikidata_description
Parque Estadual Morro do Chapéu,2084,nature reserve in Brazil (Parque Estadual),Parque Estadual Morro do Chapéu,Q56695112,Museu do Parque Estadual Morro do Chapéu,"museum in Morro do Chapéu, Bahia"
Parque Estadual Morro do Diabo,902,nature reserve in Brazil (Parque Estadual),Parque Estadual Morro do Diabo,Q10345004,Morro do Diabo State Park,NONE
Reserva Biológica Morro dos Seis Lagos,792,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Morro dos Seis Lago,Q30326583,Morro dos Seis Lagos Biological Reserve,"biological reserve in Amazonas, Brazil"
Área de Proteção Ambiental Morro do Urubu,2842,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Morro do Urubu,Q96611681,NONE,NONE
Floresta Nacional Mulata,1394,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Mulata,Q24960021,Mulata National Forest,national forest in Brazil
Área de Proteção Ambiental Murici,5210,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Murici,Q96611232,Área de Proteção Ambiental de Muricí,NONE
Floresta Estadual de Rendimento Sustentado Mutum,3018,nature reserve in Brazil (Floresta Estadual de Rendimento Sustentado),Floresta Estadual de Rendimento Sustentado Mutum,Q96614873,NONE,NONE
Área de Proteção Ambiental Nascentes de Araguaína,2957,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Nascentes de Araguaína,Q96611055,NONE,NONE
Parque Nacional Nascentes do Lago Jari,4843,nature reserve in Brazil (Parque Nacional),Parque Nacional Nascentes do Lago Jari,Q22074161,Nascentes do Lago Jari National Park,nature reserve in Brazil
Parque Estadual Nascentes do Paranapanema,5306,nature reserve in Brazil (Parque Estadual),Parque Estadual Nascentes do Paranapanema,Q18481027,Nascentes do Paranapanema State Park,State Park
Área de Proteção Ambiental Nascentes do Rio Paraguai,5114,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Nascentes do Rio Paraguai,Q96612199,NONE,NONE
Parque Nacional Nascentes do Rio Parnaíba,3193,nature reserve in Brazil (Parque Nacional),Parque Nacional Nascentes do Rio Parnaíba,Q6966637,Nascentes do Rio Parnaíba National Park,national park of Brazil
Parque Estadual Nascentes do Rio Taquari,2932,nature reserve in Brazil (Parque Estadual),Parque Estadual Nascentes do Rio Taquari,Q28003559,Nascentes do Rio Taquari State Park,NONE
Área de Proteção Ambiental Nascentes do Rio Vermelho,2883,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Nascentes do Rio Vermelho,Q96611056,NONE,NONE
Reserva de Desenvolvimento Sustentável Nascentes Geraizeiras,5406,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável),Reserva de Desenvolvimento Sustentável Nascentes Geraizeiras,Q96613990,Nascentes Geraizeiras Sustainable Development Reserve,"sustainable development reserve in Minas Gerais, Brazil"
Floresta Nacional Negreiros,4884,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Negreiro,Q90434832,Negreiros National Forest,NONE
Área de Proteção Ambiental Nhamundá,4232,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Nhamundá,Q10345006,NONE,NONE
Estação Ecológica Niquiá,609,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Niquiá,Q7039809,Niquiá Ecological Station,nature reserve in Brazil
Floresta Nacional Nísia Floresta,2886,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Nísia Floresta,Q24960031,Nísia Floresta National Forest,NONE
Estação Ecológica Noroeste Paulista,907,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Noroeste Paulista,Q96614593,NONE,NONE
Floresta Estadual Noroeste Paulista,6033,nature reserve in Brazil (Floresta Estadual),Floresta Estadual Noroeste Paulista,Q96614896,NONE,NONE
Parque Estadual Nova Baden,2137,nature reserve in Brazil (Parque Estadual),Parque Estadual Nova Baden,Q28220929,Nova Baden State Park,"animal century the Nova Baden State Park of Minas Gerais,Brazil"
Monumento Natural O Frade e a Freira,5642,nature reserve in Brazil (Monumento Natural),Monumento Natural O Frade e a Freira,Q10284424,Frade e a Freira Natural Monument,natural rock formation in Brazil
Área de Proteção Ambiental Onças,6036,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Onças,Q10395952,NONE,NONE
Floresta Nacional Pacotuba,3463,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Pacotuba,Q10282878,Pacotuba National Forest,"national forest in Espírito Santo, Brazil"
Floresta Nacional Palmares,4268,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Palmare,Q51882673,Palmares National Forest,NONE
Parque Estadual Palmas,2246,nature reserve in Brazil (Parque Estadual),Parque Estadual Palma,Q18481053,NONE,NONE
Parque Estadual Palmito,2435,nature reserve in Brazil (Parque Estadual),Parque Estadual Palmito,Q106547169,NONE,NONE
Parque Estadual Pantanal do Rio Negro,2933,nature reserve in Brazil (Parque Estadual),Parque Estadual Pantanal do Rio Negro,Q10345082,Parque Estadual do Pantanal do Rio Negro,NONE
Parque Nacional Pantanal Mato-Grossense,600,nature reserve in Brazil (Parque Nacional),Parque Nacional Pantanal Mato-Grossense,Q3179800,Pantanal Matogrossense National Park,national park in Brazil
Parque Estadual Papagaio Charão,2308,nature reserve in Brazil (Parque Estadual),Parque Estadual Papagaio Charão,Q10345059,Parque Estadual do Papagaio-Charão (Ex-Parque Est. Rondinha),Historical good listed by the Institute of Historical and Artistic Heritage of the State of Rio Grande do Sul in the city of Sarandi
Parque Estadual Paracatu,5515,nature reserve in Brazil (Parque Estadual),Parque Estadual Paracatu,Q96740909,NONE,NONE
Área de Relevante Interesse Ecológico Paranoá Sul,1303,nature reserve in Brazil (Área de Relevante Interesse Ecológico),Área de Relevante Interesse Ecológico Paranoá Sul,Q96612156,NONE,NONE
Floresta Nacional Paraopeba,2351,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Paraopeba,Q10282879,Paraopeba's National Forest,NONE
Parque Estadual Paraúna,2888,nature reserve in Brazil (Parque Estadual),Parque Estadual Paraúna,Q10345058,NONE,NONE
Reserva Biológica Parazinho,808,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Parazinho,Q101296472,"Anurans of the Reserva Biológica do Parazinho, Municipality of Macapá, state of Amapá, eastern Amazon",NONE
Floresta Estadual Paru,4642,nature reserve in Brazil (Floresta Estadual),Floresta Estadual Paru,Q96614899,NONE,NONE
Floresta Estadual Passa Dois,1191,nature reserve in Brazil (Floresta Estadual),Floresta Estadual Passa Dois,Q96614901,NONE,NONE
Floresta Nacional Passa Quatro,2349,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Passa Quatro,Q10282880,Passa Quatro National Forest,NONE
Área de Proteção Ambiental Passaúna,1283,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Passaúna,Q96611685,Área de Proteção Ambiental do Passauna,NONE
Parque Nacional Pau Brasil,2519,nature reserve in Brazil (Parque Nacional),Parque Nacional Pau Brasil,Q7148813,Pau Brasil National Park,"this article describes Pau Brasil, a national park in Brazil"
Estação Ecológica Pau Brasil,6034,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Pau Brasil,Q10275715,Pau-Brasil Ecological Station,NONE
Parque Estadual Paulo Cesar Vinha,1039,nature reserve in Brazil (Parque Estadual),Parque Estadual Paulo Cesar Vinha,Q27567986,Paulo César Vinha State Park,NONE
Estação Ecológica Paulo de Faria,1060,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Paulo de Faria,Q96614583,NONE,NONE
Parque Estadual Pau-Oco,1181,nature reserve in Brazil (Parque Estadual),Parque Estadual Pau-Oco,Q20059211,Pau Oco State Park,NONE
Floresta Nacional Pau-Rosa,1400,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Pau-Rosa,Q10282882,Pau-Rosa National Forest,NONE
Área de Proteção Ambiental Paytuna,3170,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Paytuna,Q96612215,NONE,NONE
Estação Ecológica Pecém,2807,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Pecém,Q96614594,Estação Ecológica do Pécem,NONE
Floresta Estadual Pederneiras,2783,nature reserve in Brazil (Floresta Estadual),Floresta Estadual Pederneira,Q96614916,NONE,NONE
Parque Estadual Pedra Azul,1035,nature reserve in Brazil (Parque Estadual),Parque Estadual Pedra Azul,Q2066328,Pedra Azul State Park,"state park in Espírito Santo, Brazil"
Parque Estadual Pedra da Boca,2897,nature reserve in Brazil (Parque Estadual),Parque Estadual Pedra da Boca,Q10345030,Pedra da Boca State Park,NONE
"Monumento Natural Pedra do Baú,",6030,nature reserve in Brazil (Monumento Natural),"Monumento Natural Pedra do Baú,",Q8536456,Pedra do Baú,mountain in Brazil
Monumento Natural Pedra do Cachorro,5507,nature reserve in Brazil (Monumento Natural),Monumento Natural Pedra do Cachorro,Q96615124,Monumento Natural Pedra do Cachorro,NONE
Área de Proteção Ambiental Pedra do Elefante,4820,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Pedra do Elefante,Q96612217,Área de Proteção Ambiental de Pedra do Elefante,NONE
Monumento Natural Pedra Grande,5128,nature reserve in Brazil (Monumento Natural),Monumento Natural Pedra Grande,Q10332124,Monumento Natural Estadual da Pedra Grande,NONE
Parque Estadual Pedra Selada,5509,nature reserve in Brazil (Parque Estadual),Parque Estadual Pedra Selada,Q27062199,Pedra Selada State Park,NONE
Reserva Extrativista Pedras Negras,1320,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Pedras Negra,Q96614142,NONE,NONE
Reserva Biológica Pedra Talhada,856,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Pedra Talhada,Q16859885,Pedra Talhada Biological Reserve,"Biological reserve in state of Alagoas and Pernambuco, Brazil"
Parque Estadual Penhasco Verde,2764,nature reserve in Brazil (Parque Estadual),Parque Estadual Penhasco Verde,Q10345087,NONE,NONE
Área de Proteção Ambiental Pequeno,2431,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Pequeno,Q56347846,Área de Proteção Ambiental da Foz do Rio das Preguiças - Pequenos Lençóis - Região Lagunar Adjacente,NONE
Refúgio de Vida Silvestre Periquito Cara-Suja,5648,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Periquito cara-suja,Q96741196,NONE,NONE
Reserva Biológica Perobas,4440,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Peroba,Q7169425,Perobas Biological Reserve,biological reserve in Brazil
Monumento Natural Peter Lund,5099,nature reserve in Brazil (Monumento Natural),Monumento Natural Peter Lund,Q96614963,Monumento Natural Estadual Peter Lund,NONE
Área de Proteção Ambiental Petrópolis,887,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Petrópolis,Q7179247,Petrópolis Environmental Protection Area,protected area of Brazil
Área de Proteção Ambiental Piaçabuçu,986,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Piaçabuçu,Q7190422,Piaçabuçu Environmental Protection Area,NONE
Reserva de Desenvolvimento Sustentável Piagaçu-Purus,3552,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável),Reserva de Desenvolvimento Sustentável piagaçu-purus,Q96613993,NONE,NONE
Parque Nacional Pico da Neblina,597,nature reserve in Brazil (Parque Nacional),Parque Nacional Pico da Neblina,Q3179536,Pico da Neblina National Park,national Park in Brazil
Área de Proteção Ambiental Pico do Goiapaba-Açu,1031,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Pico do goiapaba-açu,Q96611690,Área de Proteção Ambiental do Pico do Goiapaba-Açu,NONE
Monumento Natural Pico do Ibituruna,2148,nature reserve in Brazil (Monumento Natural),Monumento Natural Pico do Ibituruna,Q96614966,NONE,NONE
Parque Estadual Pico do Itambé,2814,nature reserve in Brazil (Parque Estadual),Parque Estadual Pico do Itambé,Q56695104,Pico do Itambé State Park,"state park in Minas Gerais, Brazil"
Parque Estadual Pico do Jabre,1004,nature reserve in Brazil (Parque Estadual),Parque Estadual Pico do Jabre,Q10345009,Pico do Jabre State Park,"state park in Paraíba, Brazil"
Parque Estadual Pico do Marumbi,1190,nature reserve in Brazil (Parque Estadual),Parque Estadual Pico do Marumbi,Q10345011,Pico do Marumbi State Park,NONE
Parque Estadual Pico Paraná,3188,nature reserve in Brazil (Parque Estadual),Parque Estadual Pico Paraná,Q10345008,Pico Paraná State Park,Brazilian state park
Refúgio de Vida Silvestre Pinhão,1273,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Pinhão,Q96741154,NONE,NONE
Reserva de Desenvolvimento Sustentável Pinheirinhos,4933,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável),Reserva de Desenvolvimento Sustentável Pinheirinhos,Q96613976,NONE,NONE
Reserva Extrativista Piquiá,3024,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Piquiá,Q96614143,NONE,NONE
Área de Proteção Ambiental Piquiri-Una,2014,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental piquiri-una,Q96612218,NONE,NONE
Floresta Nacional Piraí do Sul,4238,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Piraí do Sul,Q10282883,Piraí do Sul National Forest,NONE
Estação Ecológica Pirapitinga,1103,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Pirapitinga,Q7197760,Pirapitinga Ecological Station,NONE
Área de Proteção Ambiental Planalto Central,2967,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Planalto Central,Q25418867,NONE,NONE
Área de Proteção Ambiental Planalto do Turvo,4938,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Planalto do Turvo,Q28220908,Planalto do Turvo Environmental Protection Area,NONE
Área de Proteção Ambiental Plataforma Continental do Litoral Norte,3566,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Plataforma Continental do Litoral Norte,Q96612226,NONE,NONE
Reserva Biológica Poço das Antas,987,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Poço das Anta,Q7237088,Poço das Antas Biological Reserve,NONE
Parque Estadual Podocarpus,2301,nature reserve in Brazil (Parque Estadual),Parque Estadual Podocarpu,Q10345086,NONE,NONE
Área de Proteção Ambiental Ponta da Baleia/Abrolhos,1208,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Ponta da baleia/abrolhos,Q96612228,NONE,NONE
Reserva de Desenvolvimento Sustentável Ponta do Tubarão,4817,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável),Reserva de Desenvolvimento Sustentável Ponta do Tubarão,Q10359771,Reserva de Desenvolvimento Sustentável Estadual Ponta do Tubarão,NONE
Monumento Natural Pontões Capixabas,3476,nature reserve in Brazil (Monumento Natural),Monumento Natural Pontões Capixaba,Q2103936,Pontões Capixabas Natural Monument,protected area in Brazil
Parque Estadual Porto Ferreira,876,nature reserve in Brazil (Parque Estadual),Parque Estadual Porto Ferreira,Q25422671,Porto Ferreira State Park,"State park in São Paulo (state), Brazil"
Reserva Biológica Praia do Sul,2190,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Praia do Sul,Q15268437,Praia do Sul Biological Reserve,NONE
Área de Proteção Ambiental Praia Mole,1032,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Praia Mole,Q96611239,NONE,NONE
Área de Proteção Ambiental Pratigi,2850,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Pratigi,Q96612231,NONE,NONE
Parque Estadual Prelado,4769,nature reserve in Brazil (Parque Estadual),Parque Estadual Prelado,Q25422673,Prelado State Park,NONE
Parque Estadual Professor José Wachowicz,3190,nature reserve in Brazil (Parque Estadual),Parque Estadual Professor José Wachowicz,Q86731751,NONE,NONE
Parque Estadual Prosa,3499,nature reserve in Brazil (Parque Estadual),Parque Estadual Prosa,Q10345089,Parque Estadual do Prosa,"State park in Mato Grosso do Sul, Brazil"
Reserva de Desenvolvimento Sustentável Pucuruí-Ararão,3167,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável),Reserva de Desenvolvimento Sustentável pucuruí-ararão,Q96613996,NONE,NONE
Reserva de Desenvolvimento Sustentável Puranga Conquista,5388,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável),Reserva de Desenvolvimento Sustentável Puranga Conquista,Q96614000,NONE,NONE
Floresta Nacional Purus,651,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Puru,Q10282886,Santa Rosa dos Purus National Forest,Santa Rosa dos Purus National Forest located in Feijó (AC)
Parque Estadual Quarta Colônia,5510,nature reserve in Brazil (Parque Estadual),Parque Estadual Quarta Colônia,Q10345032,Quarta Colônia State Park,"state park in Rio Grande do Sol, Brazil"
Refúgio de Vida Silvestre Quelônios do Araguaia,2762,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Quelônios do Araguaia,Q96741197,NONE,NONE
Reserva Extrativista Quilombo Frechal,632,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Quilombo Frechal,Q56345593,Reserva Extrativista do Quilombo do Frechal,NONE
Reserva de Desenvolvimento Sustentável Quilombos de Barra do Turvo,4932,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável),Reserva de Desenvolvimento Sustentável Quilombos de Barra do Turvo,Q96614005,NONE,NONE
Área de Proteção Ambiental Quilombos do Médio Ribeira,4941,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Quilombos do Médio Ribeira,Q28220852,Quilombos do Médio Ribeira Environmental Protection Area,NONE
Estação Ecológica Raso da Catarina,983,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Raso da Catarina,Q3083835,Raso da Catarina Ecological Reserve,"Ecologic station in Bahia, Brazil"
Reserva Extrativista Recanto das Araras de Terra Ronca,4510,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Recanto das Arara de Terra Ronca,Q10359711,NONE,NONE
Área de Proteção Ambiental Recifes de Corais,3543,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Recifes de Corais,Q46516368,NONE,NONE
Área de Proteção Ambiental Reentrâncias Maranhenses,782,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Reentrâncias Maranhenses,Q10395951,Reentrâncias Maranhenses Environmental Protection Area,"protected area in Maranhão, Brazil"
Parque Estadual Restinga de Bertioga,6032,nature reserve in Brazil (Parque Estadual),Parque Estadual Restinga de Bertioga,Q22949820,Restinga de Bertioga State Park,"state park in the state of São Paulo, Brazil"
Parque Nacional Restinga de Jurubatiba,2425,nature reserve in Brazil (Parque Nacional),Parque Nacional Restinga de Jurubatiba,Q1968999,Restinga de Jurubatiba National Park,"national park in Rio de Janeiro, Brazil"
Refúgio de Vida Silvestre Riacho Pontal,5386,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Riacho Pontal,Q96741138,NONE,NONE
Estação Ecológica Ribeirão Preto,1061,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Ribeirão Preto,Q96614585,NONE,NONE
Reserva de Desenvolvimento Sustentável Rio Amapá,4335,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável),Reserva de Desenvolvimento Sustentável Rio Amapá,Q26761877,Rio Amapá Sustainable Development Reserve,"sustainable development reserve in the state of Amazonas, Brazil"
Área de Proteção Ambiental Rio Batalha,2791,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Rio Batalha,Q96612246,NONE,NONE
Reserva Extrativista Rio Cajari,627,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Rio Cajari,Q10359713,Rio Cajari Extractive Reserve,"extractive reserve in Amapá, Brazil"
Parque Estadual Rio Canoas,4815,nature reserve in Brazil (Parque Estadual),Parque Estadual Rio Canoa,Q10345013,Rio Canoas State Park,A Brazilian State Park
Área de Proteção Ambiental Rio Capivara,1027,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Rio Capivara,Q96612248,Área de Proteção Ambiental Rio Capivara,NONE
Reserva Extrativista Rio Cautário,1399,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Rio Cautário,Q26914347,Rio Cautário State Extractive Reserve,"extractive reserve in the state of Rondônia, Brazil"
Reserva Extrativista Rio Cautário (Estadual),1322,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Rio Cautário (Estadual),Q26914347,Rio Cautário State Extractive Reserve,"extractive reserve in the state of Rondônia, Brazil"
Área de Proteção Ambiental Rio Cênico Rotas Monçoeiras,3062,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Rio Cênico Rotas Monçoeiras,Q96612251,Área de Proteção Ambiental Rio Cênico Rotas Monçoeiras,NONE
Parque Estadual Rio Cocó,2008,nature reserve in Brazil (Parque Estadual),Parque Estadual Rio Cocó,Q5139926,Cocó Park,"area of conservation and state park located in the city of Fortaleza, Ceará, Brazil"
Parque Estadual Rio Corrente,2922,nature reserve in Brazil (Parque Estadual),Parque Estadual Rio Corrente,Q25429766,NONE,NONE
Área de Proteção Ambiental Rio Curiaú,807,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Rio Curiaú,Q10395966,Rio Curiaú Environmental Protection Area,"protected area in Amapá, Brazil"
Estação Ecológica Rio da Casca,3542,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Rio da Casca,Q28220209,Rio da Casca Ecological Station,"ecological station in Mato Grosso, Brazil"
Parque Estadual Rio da Onça,1282,nature reserve in Brazil (Parque Estadual),Parque Estadual Rio da Onça,Q22070907,Parque Estadual Rio da Onça,"park in Paraná, Brazil"
Reserva Biológica Rio Descoberto,5556,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Rio Descoberto,Q92425776,"A FAMÍLIA PALMAE NA RESERVA BIOLÓGICA DA REPRESA DO GRAMA DESCOBERTO, MINAS GERAIS, BRASIL",NONE
Parque Estadual Rio Doce,1163,nature reserve in Brazil (Parque Estadual),Parque Estadual Rio Doce,Q87495988,1967 Rio Doce State Park wildfire,"Wildfire in Rio Doce State Park, Brazil, between September and October 1967."
Parque Estadual Rio do Peixe,3420,nature reserve in Brazil (Parque Estadual),Parque Estadual Rio do Peixe,Q10345094,Rio do Peixe State Park,"State Park in Sao Paulo, Brazil"
Refúgio de Vida Silvestre Rio dos Frades,4475,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Rio dos Frades,Q10358525,Rio dos Frades Wildlife Refuge,"wildlife refuge in Bahia, Brazil"
Estação Ecológica Rio dos Touros,2900,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Rio dos Touro,Q96614623,NONE,NONE
Estação Ecológica Rio Flor do Prado,4806,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Rio Flor do Prado,Q24883629,Rio Flor do Prado Ecological Station,ecological station in Brazil
Monumento Natural Rio Formoso,4187,nature reserve in Brazil (Monumento Natural),Monumento Natural Rio Formoso,Q96614946,Monumento Natural do Rio Formoso,NONE
Reserva Extrativista Rio Gregório,4803,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Rio Gregório,Q26715387,Rio Gregório Extractive Reserve,"extractive reserve in the state of Amazonas, Brazil"
Floresta Estadual Rio Gregório,3559,nature reserve in Brazil (Floresta Estadual),Floresta Estadual Rio Gregório,Q96614903,NONE,NONE
Área de Proteção Ambiental Rio Guandu,2965,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Rio Guandu,Q96611692,Área de Proteção Ambiental do Rio Guandu,NONE
Parque Estadual Rio Guarani,2765,nature reserve in Brazil (Parque Estadual),Parque Estadual Rio Guarani,Q56695114,NONE,"museum in Três Barras do Paraná, Paraná"
Reserva de Desenvolvimento Sustentável Rio Iratapuru,1350,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável),Reserva de Desenvolvimento Sustentável Rio Iratapuru,Q96613964,NONE,NONE
Reserva Extrativista Rio Iriri,4480,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Rio Iriri,Q10359689,NONE,NONE
Parque Estadual Rio Ivinhema,2930,nature reserve in Brazil (Parque Estadual),Parque Estadual Rio Ivinhema,Q10345049,Rio Ivinhema State Park,Brazilian state park
Reserva Extrativista Rio Jutaí,3199,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Rio Jutaí,Q10359714,Rio Jutaí Extractive Reserve,"federal level Jutaí River Extractive Reserve, located in Jutaí (AM)"
Floresta Estadual Rio Liberdade,3560,nature reserve in Brazil (Floresta Estadual),Floresta Estadual Rio Liberdade,Q96614923,NONE,NONE
Área de Proteção Ambiental Rio Macacu,3470,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Rio Macacu,Q10395945,Área de Proteção Ambiental da Bacia do Rio São João - Mico Leão,NONE
Floresta Estadual de Rendimento Sustentado Rio Machado,816,nature reserve in Brazil (Floresta Estadual de Rendimento Sustentado),Floresta Estadual de Rendimento Sustentado Rio Machado,Q96614649,NONE,NONE
Área de Proteção Ambiental Rio Madeira,841,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Rio Madeira,Q96611695,NONE,NONE
Reserva de Desenvolvimento Sustentável Rio Madeira,4773,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável),Reserva de Desenvolvimento Sustentável Rio Madeira,Q26761881,Rio Madeira Sustainable Development Reserve,"sustainable development reserve in the state of Amazonas, Brazil"
Floresta Estadual de Rendimento Sustentado Rio Madeira (B),3016,nature reserve in Brazil (Floresta Estadual de Rendimento Sustentado),Floresta Estadual de Rendimento Sustentado Rio Madeira (B),Q96614869,NONE,NONE
Estação Ecológica Rio Madeirinha,1347,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Rio Madeirinha,Q24883514,Rio Madeirinha Ecological Station,"ecological station in Mato Grosso, Brazil"
Área de Proteção Ambiental Rio Maranguapinho,6070,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Rio Maranguapinho,Q96611610,NONE,NONE
Reserva de Desenvolvimento Sustentável Rio Negro,5036,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável),Reserva de Desenvolvimento Sustentável Rio Negro,Q96613966,Reserva de Desenvolvimento Sustentável do Rio Negro,NONE
Parque Estadual Rio Negro Setor Norte,845,nature reserve in Brazil (Parque Estadual),Parque Estadual Rio Negro Setor Norte,Q10345014,Rio Negro State Park North Section,national park in Brazil
Parque Estadual Rio Negro Setor Sul,929,nature reserve in Brazil (Parque Estadual),Parque Estadual Rio Negro Setor Sul,Q29555458,Parque Estadual Rio Negro Setor Sul,Wikimedia disambiguation page
Reserva Extrativista Rio Ouro Preto,628,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Rio Ouro Preto,Q10359716,Rio Ouro Preto Extractive Reserve,"brazilian federal extractive reserve Rio Ouro Preto, located in Guajará-Mirim (Roraima), Nova Mamoré (Roraima)"
Reserva Biológica Rio Ouro Preto,827,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Rio Ouro Preto,Q96613941,NONE,NONE
Reserva Extrativista Rio Pacaás Novos,1318,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Rio Pacaás Novo,Q96614145,Reserva Extrativista Rio Pacaás Novos,NONE
Área de Proteção Ambiental Rio Pandeiros,2823,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Rio Pandeiros,Q96610471,NONE,NONE
Refúgio de Vida Silvestre Rio Pandeiros,5064,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Rio Pandeiros,Q96741204,NONE,NONE
