Name,Category,Area (ha),Code,URL
PES Pico do Marumbi,PES,8745,0000.41.0540,http://uc.socioambiental.org/pt-br/arp/1190
PES Pico Paraná,PES,4333.830078125,0000.41.0532,http://uc.socioambiental.org/pt-br/arp/3188
RVS Pinhão,RVS,197,0000.41.0533,http://uc.socioambiental.org/pt-br/arp/1273
RDS Pinheirinhos,RDS,1531.09,0000.35.1691,http://uc.socioambiental.org/pt-br/arp/4933
RESEX Piquiá,RESEX,1448.92004394531,0000.11.0746,http://uc.socioambiental.org/pt-br/arp/3024
APA Piquiri-Una,APA,-,0000.24.1472,http://uc.socioambiental.org/pt-br/arp/2014
FLONA Piraí do Sul,FLONA,125,0000.00.0131,http://uc.socioambiental.org/pt-br/arp/4238
FES Piraju,FES,680,,http://uc.socioambiental.org/pt-br/arp/1075
ESEC Pirapitinga,ESEC,1090,0000.00.0061,http://uc.socioambiental.org/pt-br/arp/1103
APA Piraquara,APA,8881,0000.41.0502,http://uc.socioambiental.org/pt-br/arp/2239
APA Pireneus (APA),APA,22800,0000.52.1750,http://uc.socioambiental.org/pt-br/arp/2889
PES Pirineus (PES),PES,2833,0000.52.1739,http://uc.socioambiental.org/pt-br/arp/2141
APA Planalto Central,APA,504160,0000.00.0023,http://uc.socioambiental.org/pt-br/arp/2967
APA Planalto do Turvo,APA,2721.87,0000.35.1709,http://uc.socioambiental.org/pt-br/arp/4938
APA Plataforma Continental do Litoral Norte,APA,362266,0000.29.0302,http://uc.socioambiental.org/pt-br/arp/3566
REBIO Poço das Antas,REBIO,5000,0000.00.0215,http://uc.socioambiental.org/pt-br/arp/987
PES Podocarpus,PES,364,0000.43.2003,http://uc.socioambiental.org/pt-br/arp/2301
APA Ponta da Baleia/Abrolhos,APA,346535,0000.29.0306,http://uc.socioambiental.org/pt-br/arp/1208
RDS Ponta do Tubarão,RDS,-,0000.24.1468,http://uc.socioambiental.org/pt-br/arp/4817
MONAT Pontal da Santa Cruz,MONAT,-,,http://uc.socioambiental.org/pt-br/arp/6076
MONAT Pontões Capixabas,MONAT,17496,0000.00.0181,http://uc.socioambiental.org/pt-br/arp/3476
PES Porto Ferreira,PES,612,0000.35.0823,http://uc.socioambiental.org/pt-br/arp/876
APA Pouso Alto,APA,872000,0000.52.0900,http://uc.socioambiental.org/pt-br/arp/3258
REBIO Praia do Sul,REBIO,3600,0000.33.0728,http://uc.socioambiental.org/pt-br/arp/2190
APA Praia Mole,APA,400,0000.32.0335,http://uc.socioambiental.org/pt-br/arp/1032
APA Pratigi,APA,32000,0000.29.0319,http://uc.socioambiental.org/pt-br/arp/2850
PES Prelado,PES,1828,0000.35.1679,http://uc.socioambiental.org/pt-br/arp/4769
PES Professor José Wachowicz,PES,119,0000.41.0530,http://uc.socioambiental.org/pt-br/arp/3190
ARIE Proj. Dinâmica B. de Fragmentos Florestais,ARIE,3288,0000.00.0043,http://uc.socioambiental.org/pt-br/arp/3197
PES Prosa,PES,135.25,0000.50.0419,http://uc.socioambiental.org/pt-br/arp/3499
RDS Pucuruí-Ararão,RDS,29049,0000.15.1031,http://uc.socioambiental.org/pt-br/arp/3167
RDS Puranga Conquista,RDS,76936,0000.13.3182,http://uc.socioambiental.org/pt-br/arp/5388
FLONA Purus,FLONA,256000,0000.00.0121,http://uc.socioambiental.org/pt-br/arp/651
PES Quarta Colônia,PES,1847,0000.43.2004,http://uc.socioambiental.org/pt-br/arp/5510
RVS Quelônios do Araguaia,RVS,60000,0000.51.0476,http://uc.socioambiental.org/pt-br/arp/2762
RESEX Quilombo Frechal,RESEX,9542,0000.00.1520,http://uc.socioambiental.org/pt-br/arp/632
RDS Quilombos de Barra do Turvo,RDS,5826.46,0000.35.1692,http://uc.socioambiental.org/pt-br/arp/4932
APA Quilombos do Médio Ribeira,APA,64625.04,0000.35.1710,http://uc.socioambiental.org/pt-br/arp/4941
PES Quineira,PES,31,,http://uc.socioambiental.org/pt-br/arp/4765
PES Rangel,PES,-,,http://uc.socioambiental.org/pt-br/arp/3060
ESEC Raso da Catarina,ESEC,99772,0000.00.0074,http://uc.socioambiental.org/pt-br/arp/983
RESEX Recanto das Araras de Terra Ronca,RESEX,11964,0000.00.0286,http://uc.socioambiental.org/pt-br/arp/4510
APA Recifes de Corais,APA,-,0000.24.1469,http://uc.socioambiental.org/pt-br/arp/3543
APA Reentrâncias Maranhenses,APA,2680910,0000.21.1885,http://uc.socioambiental.org/pt-br/arp/782
APA Região de Maracanã,APA,1831,0000.21.1893,http://uc.socioambiental.org/pt-br/arp/780
RESEX Renascer,RESEX,211741,0000.00.1810,http://uc.socioambiental.org/pt-br/arp/4764
CEC Reserva Florestal Adolpho Ducke Puraquequara,CEC,2396,,http://uc.socioambiental.org/pt-br/arp/5445
PES Restinga de Bertioga,PES,-,0000.35.1964,http://uc.socioambiental.org/pt-br/arp/6032
FLONA Restinga de Cabedelo,FLONA,103,0000.00.0132,http://uc.socioambiental.org/pt-br/arp/4237
PARNA Restinga de Jurubatiba,PARNA,14860,0000.00.0141,http://uc.socioambiental.org/pt-br/arp/2425
ARIE Riacho da Matinha,ARIE,-,,http://uc.socioambiental.org/pt-br/arp/6073
RVS Riacho Pontal,RVS,4819,0000.26.3320,http://uc.socioambiental.org/pt-br/arp/5386
ESEC Ribeirão Preto,ESEC,154,0000.35.0812,http://uc.socioambiental.org/pt-br/arp/1061
ESEC Rio Acre,ESEC,77500,0000.00.0068,http://uc.socioambiental.org/pt-br/arp/610
RDS Rio Amapá,RDS,216109,0000.13.0988,http://uc.socioambiental.org/pt-br/arp/4335
APA Rio Batalha,APA,-,0000.35.1712,http://uc.socioambiental.org/pt-br/arp/2791
RESEX Rio Cajari,RESEX,532397,0000.00.1518,http://uc.socioambiental.org/pt-br/arp/627
PES Rio Canoas,PES,1133.2552,0000.42.0787,http://uc.socioambiental.org/pt-br/arp/4815
APA Rio Capivara,APA,1800,0000.29.0313,http://uc.socioambiental.org/pt-br/arp/1027
RESEX Rio Cautário,RESEX,73818,0000.00.0238,http://uc.socioambiental.org/pt-br/arp/1399
RESEX Rio Cautário (Estadual),RESEX,146400,0000.11.0775,http://uc.socioambiental.org/pt-br/arp/1322
APA Rio Cênico Rotas Monçoeiras,APA,15441,0000.50.1578,http://uc.socioambiental.org/pt-br/arp/3062
PES Rio Cocó,PES,1155,0000.23.0963,http://uc.socioambiental.org/pt-br/arp/2008
PES Rio Corrente,PES,5065,0000.31.0409,http://uc.socioambiental.org/pt-br/arp/2922
APA Rio Curiaú,APA,21000,0000.16.0293,http://uc.socioambiental.org/pt-br/arp/807
APA Rio da Casca,APA,39250,,http://uc.socioambiental.org/pt-br/arp/5155
ESEC Rio da Casca,ESEC,3534,,http://uc.socioambiental.org/pt-br/arp/3542
PES Rio da Onça,PES,119,0000.41.0512,http://uc.socioambiental.org/pt-br/arp/1282
REBIO Rio Descoberto,REBIO,-,0000.53.1657,http://uc.socioambiental.org/pt-br/arp/5556
PES Rio Doce,PES,35974,0000.31.0394,http://uc.socioambiental.org/pt-br/arp/1163
PES Rio do Peixe,PES,7720,0000.35.0870,http://uc.socioambiental.org/pt-br/arp/3420
RVS Rio dos Frades,RVS,894,0000.00.1813,http://uc.socioambiental.org/pt-br/arp/4475
ESEC Rio dos Touros,ESEC,1231,0000.41.0515,http://uc.socioambiental.org/pt-br/arp/2900
ESEC Rio Flor do Prado,ESEC,8517,0000.51.1919,http://uc.socioambiental.org/pt-br/arp/4806
MONAT Rio Formoso,MONAT,3.40000009536743,0000.50.1571,http://uc.socioambiental.org/pt-br/arp/4187
RESEX Rio Gregório,RESEX,427004,0000.13.1506,http://uc.socioambiental.org/pt-br/arp/4803
FES Rio Gregório,FES,216062,0000.12.2044,http://uc.socioambiental.org/pt-br/arp/3559
APA Rio Guandu,APA,-,0000.33.1512,http://uc.socioambiental.org/pt-br/arp/2965
PES Rio Guarani,PES,2235,0000.41.0505,http://uc.socioambiental.org/pt-br/arp/2765
RDS Rio Iratapuru,RDS,806184,0000.16.0292,http://uc.socioambiental.org/pt-br/arp/1350
RESEX Rio Iriri,RESEX,398938,0000.00.0280,http://uc.socioambiental.org/pt-br/arp/4480
PES Rio Ivinhema,PES,73345,0000.50.0420,http://uc.socioambiental.org/pt-br/arp/2930
RESEX Rio Jutaí,RESEX,275533,0000.00.0239,http://uc.socioambiental.org/pt-br/arp/3199
FES Rio Liberdade,FES,126360,0000.12.2041,http://uc.socioambiental.org/pt-br/arp/3560
APA Rio Macacu,APA,-,0000.33.0737,http://uc.socioambiental.org/pt-br/arp/3470
FERS Rio Machado,FERS,175781,0000.11.0740,http://uc.socioambiental.org/pt-br/arp/816
APA Rio Madeira,APA,5554,0000.11.2065,http://uc.socioambiental.org/pt-br/arp/841
RDS Rio Madeira,RDS,283117,0000.13.1977,http://uc.socioambiental.org/pt-br/arp/4773
FERS Rio Madeira (B),FERS,51856,0000.11.0758,http://uc.socioambiental.org/pt-br/arp/3016
FERS Rio Madeira (C),FERS,30000,,http://uc.socioambiental.org/pt-br/arp/4186
ESEC Rio Madeirinha,ESEC,13683,0000.51.1918,http://uc.socioambiental.org/pt-br/arp/1347
APA Rio Maranguapinho,APA,-,0000.23.0951,http://uc.socioambiental.org/pt-br/arp/6070
RDS Rio Negro,RDS,103086,0000.13.1730,http://uc.socioambiental.org/pt-br/arp/5036
PES Rio Negro Setor Norte,PES,146028,0000.13.1007,http://uc.socioambiental.org/pt-br/arp/845
PES Rio Negro Setor Sul,PES,86601,0000.13.1006,http://uc.socioambiental.org/pt-br/arp/929
PARNA Rio Novo,PARNA,537757,0000.00.0264,http://uc.socioambiental.org/pt-br/arp/4448
RESEX Rio Ouro Preto,RESEX,204583,0000.00.0256,http://uc.socioambiental.org/pt-br/arp/628
REBIO Rio Ouro Preto,REBIO,46438,0000.11.0767,http://uc.socioambiental.org/pt-br/arp/827
RESEX Rio Pacaás Novos,RESEX,342904,0000.11.0772,http://uc.socioambiental.org/pt-br/arp/1318
APA Rio Pacoti (APA),APA,2914.92993164062,0000.23.0959,http://uc.socioambiental.org/pt-br/arp/2805
CEC Rio Pacoti (CEC),CEC,19405,,http://uc.socioambiental.org/pt-br/arp/2975
APA Rio Pandeiros,APA,210000,0000.31.0355,http://uc.socioambiental.org/pt-br/arp/2823
RVS Rio Pandeiros,RVS,6103,0000.31.0892,http://uc.socioambiental.org/pt-br/arp/5064
APA Rio Pardinho e do Rio Vermelho,APA,3235.47,0000.35.1713,http://uc.socioambiental.org/pt-br/arp/4940
APA Rio Preto,APA,1146161,0000.29.1016,http://uc.socioambiental.org/pt-br/arp/5327
ESEC Rio Preto,ESEC,4536,0000.29.0898,http://uc.socioambiental.org/pt-br/arp/5329
FLONA Rio Preto (FLONA),FLONA,2831,0000.00.0122,http://uc.socioambiental.org/pt-br/arp/950
RESEX Rio Preto-Jacundá,RESEX,95300,0000.11.0777,http://uc.socioambiental.org/pt-br/arp/1317
FLOREX Rio Preto-Jacundá,FLOREX,1055000,0000.11.0777,http://uc.socioambiental.org/pt-br/arp/839
PES Rio Preto (PES),PES,10755,0000.31.0362,http://uc.socioambiental.org/pt-br/arp/2840
ESEC Rio Ronuro,ESEC,102000,0000.51.0451,http://uc.socioambiental.org/pt-br/arp/1349
ESEC Rio Roosevelt,ESEC,96925,0000.51.1899,http://uc.socioambiental.org/pt-br/arp/1346
MONAT Rio São Francisco,MONAT,26715,0000.00.1812,http://uc.socioambiental.org/pt-br/arp/5077
APA Rios Piracicaba e Juqueri-Mirim,APA,387000,0000.35.1708,http://uc.socioambiental.org/pt-br/arp/968
RVS Rios São Benedito e Azul,RVS,30032,,http://uc.socioambiental.org/pt-br/arp/6022
RVS Rios Tijuco e da Prata,RVS,-,0000.31.2620,http://uc.socioambiental.org/pt-br/arp/6046
REBIO Rio Trombetas,REBIO,385000,0000.00.0210,http://uc.socioambiental.org/pt-br/arp/623
PES Rio Turvo,PES,73894,0000.35.1969,http://uc.socioambiental.org/pt-br/arp/4929
RESEX Rio Unini,RESEX,833352,0000.00.0283,http://uc.socioambiental.org/pt-br/arp/4416
FES Rio Urubu,FES,27342,0000.13.1002,http://uc.socioambiental.org/pt-br/arp/3548
APA Rio Verde,APA,14756,0000.41.0506,http://uc.socioambiental.org/pt-br/arp/3054
PES Rio Vermelho,PES,1532,0000.42.1844,http://uc.socioambiental.org/pt-br/arp/2275
FERS Rio Vermelho (C),FERS,4063,0000.11.0739,http://uc.socioambiental.org/pt-br/arp/819
RESEX Rio Xingu,RESEX,303841,0000.00.1635,http://uc.socioambiental.org/pt-br/arp/4888
RESEX Riozinho da Liberdade,RESEX,325603,0000.00.0257,http://uc.socioambiental.org/pt-br/arp/4264
RESEX Riozinho do Anfrísio,RESEX,736340,0000.00.0258,http://uc.socioambiental.org/pt-br/arp/4248
FLONA Ritápolis,FLONA,90,0000.00.0105,http://uc.socioambiental.org/pt-br/arp/2352
PES Roberto Ribas Lange,PES,2699,0000.41.0524,http://uc.socioambiental.org/pt-br/arp/1179
APA Roncador,APA,-,0000.25.2309,http://uc.socioambiental.org/pt-br/arp/5566
FLONA Roraima,FLONA,167268,0000.00.0106,http://uc.socioambiental.org/pt-br/arp/652
APA Rota do Sol,APA,52355,0000.43.1996,http://uc.socioambiental.org/pt-br/arp/2455
RESEX Roxinho,RESEX,882.210021972656,0000.11.0755,http://uc.socioambiental.org/pt-br/arp/3023
RESEC Saco da Pedra,RESEC,150,,http://uc.socioambiental.org/pt-br/arp/1052
PES Sagarana,PES,2340,0000.31.0417,http://uc.socioambiental.org/pt-br/arp/4190
PARNA Saint-Hilaire/Lange,PARNA,25119,0000.00.0164,http://uc.socioambiental.org/pt-br/arp/2577
REBIO Saltinho,REBIO,548,0000.00.0198,http://uc.socioambiental.org/pt-br/arp/984
APA Salto Magessi,APA,7846,0000.51.0478,http://uc.socioambiental.org/pt-br/arp/3541
MONAT Salto São João,MONAT,-,,http://uc.socioambiental.org/pt-br/arp/6065
ESEC Samuel,ESEC,71060.703125,0000.11.0764,http://uc.socioambiental.org/pt-br/arp/825
ESEC Santa Bárbara,ESEC,2712,0000.35.2699,http://uc.socioambiental.org/pt-br/arp/962
FES Santa Bárbara do Rio Pardo,FES,3980,,http://uc.socioambiental.org/pt-br/arp/1076
PES Santa Clara,PES,631,0000.41.2259,http://uc.socioambiental.org/pt-br/arp/5520
APA Santa Cruz,APA,38962,0000.26.1929,http://uc.socioambiental.org/pt-br/arp/5480
RVS Santa Cruz,RVS,17741,0000.00.1911,http://uc.socioambiental.org/pt-br/arp/5145
REBIO Santa Isabel,REBIO,2766,0000.00.0199,http://uc.socioambiental.org/pt-br/arp/857
ESEC Santa Maria,ESEC,1301,0000.35.2697,http://uc.socioambiental.org/pt-br/arp/964
CEC Santa Maria (CEC),CEC,-,,http://uc.socioambiental.org/pt-br/arp/2973
FES Santana (FES),FES,61,0000.41.0495,http://uc.socioambiental.org/pt-br/arp/1188
APA Santa Rita (APA),APA,8800,0000.27.0887,http://uc.socioambiental.org/pt-br/arp/1051
APA Santa Rosa,APA,313467,,http://uc.socioambiental.org/pt-br/arp/5362
FLONA Santa Rosa do Purus,FLONA,230257,0000.00.0107,http://uc.socioambiental.org/pt-br/arp/1401
APA Santo Antônio,APA,23000,0000.29.0327,http://uc.socioambiental.org/pt-br/arp/1199
MONAT Santo Antônio,MONAT,31,0000.31.2622,http://uc.socioambiental.org/pt-br/arp/5500
ARIE Santuário de Vida Silvestre do Riacho Fundo,ARIE,480,0000.53.1645,http://uc.socioambiental.org/pt-br/arp/1300
PES São Camilo,PES,385,0000.41.0539,http://uc.socioambiental.org/pt-br/arp/1286
APA São Desidério,APA,10961,0000.29.1017,http://uc.socioambiental.org/pt-br/arp/5481
ARIE São Domingos,ARIE,163.899993896484,0000.41.0545,http://uc.socioambiental.org/pt-br/arp/1268
REBIO São Donato,REBIO,4392,0000.43.2009,http://uc.socioambiental.org/pt-br/arp/2315
FLONA São Francisco,FLONA,21600,0000.00.0108,http://uc.socioambiental.org/pt-br/arp/1402
FLONA São Francisco de Paula,FLONA,1616,0000.00.0133,http://uc.socioambiental.org/pt-br/arp/1292
APA São Francisco Xavier,APA,-,0000.35.1714,http://uc.socioambiental.org/pt-br/arp/3446
APA São Geraldo do Araguaia,APA,29655,0000.15.1026,http://uc.socioambiental.org/pt-br/arp/1312
RESEX São João da Ponta,RESEX,3203,0000.00.0228,http://uc.socioambiental.org/pt-br/arp/3466
PARNA São Joaquim,PARNA,49800,0000.00.0165,http://uc.socioambiental.org/pt-br/arp/998
FES São Judas Tadeu,FES,140,0000.31.0895,http://uc.socioambiental.org/pt-br/arp/5495
ARIE São Sebastião (ARIE),ARIE,608,0000.35.1722,http://uc.socioambiental.org/pt-br/arp/5019
APA Sapucaí-Mirim,APA,39800,0000.35.1715,http://uc.socioambiental.org/pt-br/arp/2480
FLONA Saracá-Taquera,FLONA,429600,0000.00.0109,http://uc.socioambiental.org/pt-br/arp/660
REBIO Sassafrás,REBIO,5044,0000.42.1830,http://uc.socioambiental.org/pt-br/arp/1156
REBIO Scharlau,REBIO,50,,http://uc.socioambiental.org/pt-br/arp/2316
ESEC Sebastião Aleixo da Silva (Bauru),ESEC,288,0000.35.0909,http://uc.socioambiental.org/pt-br/arp/921
APA Seminário Menor de Mariana,APA,285,,http://uc.socioambiental.org/pt-br/arp/2100
PARNA Sempre-Vivas,PARNA,124000,0000.00.0157,http://uc.socioambiental.org/pt-br/arp/3467
APA Sepetiba II,APA,172,0000.33.1837,http://uc.socioambiental.org/pt-br/arp/5478
ESEC Seridó,ESEC,1166,0000.00.0069,http://uc.socioambiental.org/pt-br/arp/936
ARIE Seringal Nova Esperança,ARIE,2576,0000.00.0044,http://uc.socioambiental.org/pt-br/arp/1364
RESEX Seringueira,RESEX,537.469970703125,0000.11.0756,http://uc.socioambiental.org/pt-br/arp/3022
PES Serra Azul,PES,11002,0000.51.0472,http://uc.socioambiental.org/pt-br/arp/811
REBIO Serra Azul (MG),REBIO,7285,0000.31.0389,http://uc.socioambiental.org/pt-br/arp/2923
APA Serra Branca/Raso da Catarina,APA,67000,0000.29.0322,http://uc.socioambiental.org/pt-br/arp/2353
ARIE Serra da Abelha,ARIE,4604,0000.00.0045,http://uc.socioambiental.org/pt-br/arp/1112
APA Serra da Aratanha,APA,6448,0000.23.0948,http://uc.socioambiental.org/pt-br/arp/2714
PES Serra da Baitaca,PES,3053,0000.41.0531,http://uc.socioambiental.org/pt-br/arp/3189
MONAT Serra da Beleza,MONAT,5473,0000.33.3547,http://uc.socioambiental.org/pt-br/arp/5634
PES Serra da Boa Esperança,PES,5873,0000.31.1780,http://uc.socioambiental.org/pt-br/arp/4824
PARNA Serra da Bocaina,PARNA,100000,0000.00.0142,http://uc.socioambiental.org/pt-br/arp/851
PARNA Serra da Bodoquena,PARNA,76481,0000.00.0143,http://uc.socioambiental.org/pt-br/arp/2578
PARNA Serra da Canastra,PARNA,200000,0000.00.0144,http://uc.socioambiental.org/pt-br/arp/995
PES Serra da Candonga,PES,3303,0000.31.0410,http://uc.socioambiental.org/pt-br/arp/2921
ESEC Serra da Canoa,ESEC,7598,0000.26.3312,http://uc.socioambiental.org/pt-br/arp/5243
PARNA Serra da Capivara,PARNA,100000,0000.00.0145,http://uc.socioambiental.org/pt-br/arp/1275
PES Serra da Concórdia,PES,805,0000.33.1480,http://uc.socioambiental.org/pt-br/arp/3489
PARNA Serra da Cutia,PARNA,283612,0000.00.0188,http://uc.socioambiental.org/pt-br/arp/1396
PES Serra da Esperança,PES,6939,0000.41.2260,http://uc.socioambiental.org/pt-br/arp/5511
APA Serra da Esperança,APA,206556,0000.41.0548,http://uc.socioambiental.org/pt-br/arp/2380
RVS Serra da Estrela,RVS,4811,0000.33.3971,http://uc.socioambiental.org/pt-br/arp/5640
FES Serra Dágua,FES,51,0000.35.2698,http://uc.socioambiental.org/pt-br/arp/5494
APA Serra da Ibiapaba,APA,1592550,0000.00.0029,http://uc.socioambiental.org/pt-br/arp/1145
APA Serra da Jibóia,APA,21751,0000.52.1751,http://uc.socioambiental.org/pt-br/arp/3082
APA Serra da Mantiqueira,APA,422873,0000.00.0011,http://uc.socioambiental.org/pt-br/arp/886
APA Serra da Meruoca,APA,29361,0000.00.1683,http://uc.socioambiental.org/pt-br/arp/5035
PARNA Serra da Mocidade,PARNA,350960,0000.00.0189,http://uc.socioambiental.org/pt-br/arp/1334
MONAT Serra da Moeda,MONAT,2372,0000.31.2610,http://uc.socioambiental.org/pt-br/arp/5503
MONAT Serra da Piedade,MONAT,-,,http://uc.socioambiental.org/pt-br/arp/6038
ESEC Serra das Araras,ESEC,28700,0000.00.0075,http://uc.socioambiental.org/pt-br/arp/613
PES Serra das Araras (MG),PES,11137,0000.31.0386,http://uc.socioambiental.org/pt-br/arp/2917
RVS Serra das Aroeiras,RVS,-,0000.31.3041,http://uc.socioambiental.org/pt-br/arp/6047
PARNA Serra das Confusões,PARNA,823435,0000.00.0146,http://uc.socioambiental.org/pt-br/arp/2461
APA Serra das Galés e da Portaria,APA,30000,0000.52.1753,http://uc.socioambiental.org/pt-br/arp/3255
PARNA Serra das Lontras,PARNA,11336,0000.00.1909,http://uc.socioambiental.org/pt-br/arp/5139
APA Serra das Mangabeiras,APA,96743,,http://uc.socioambiental.org/pt-br/arp/3057
MONAT Serra das Torres,MONAT,10458,0000.32.2319,http://uc.socioambiental.org/pt-br/arp/5496
APA Serra da Tabatinga,APA,35328,0000.00.0012,http://uc.socioambiental.org/pt-br/arp/636
PES Serra da Tiririca,PES,2400,0000.33.1476,http://uc.socioambiental.org/pt-br/arp/2184
APA Serra de Baturité,APA,32690,0000.23.0946,http://uc.socioambiental.org/pt-br/arp/2006
PES Serra de Caldas Novas,PES,12315,0000.52.1738,http://uc.socioambiental.org/pt-br/arp/2140
PARNA Serra de Itabaiana,PARNA,7966,0000.00.0147,http://uc.socioambiental.org/pt-br/arp/2334
PES Serra de Jaraguá,PES,2828,,http://uc.socioambiental.org/pt-br/arp/3080
PES Serra de Santa Bárbara,PES,120092,0000.51.0462,http://uc.socioambiental.org/pt-br/arp/1345
PES Serra de Santo Antônio,PES,-,,http://uc.socioambiental.org/pt-br/arp/5622
APA Serra de São José,APA,4758,0000.31.0361,http://uc.socioambiental.org/pt-br/arp/2101
APA Serra de Sapiatiba,APA,6000,0000.33.0727,http://uc.socioambiental.org/pt-br/arp/2469
PES Serra do Aracá,PES,1818700,0000.13.1008,http://uc.socioambiental.org/pt-br/arp/787
PES Serra do Areal,PES,1596,0000.26.3315,http://uc.socioambiental.org/pt-br/arp/5526
APA Serra do Barbado,APA,63652,0000.29.0307,http://uc.socioambiental.org/pt-br/arp/1023
PES Serra do Brigadeiro,PES,13210,0000.31.0385,http://uc.socioambiental.org/pt-br/arp/2120
PES Serra do Cabral,PES,22494,0000.31.0890,http://uc.socioambiental.org/pt-br/arp/4826
PES Serra do Cipó,PES,-,,http://uc.socioambiental.org/pt-br/arp/6043
PARNA Serra do Cipó,PARNA,33800,0000.00.0148,http://uc.socioambiental.org/pt-br/arp/981
PES Serra do Conduru,PES,7000,0000.29.0325,http://uc.socioambiental.org/pt-br/arp/1197
RVS Serra do Cumaru,RVS,367,0000.26.2252,http://uc.socioambiental.org/pt-br/arp/5516
PARNA Serra do Divisor,PARNA,837555,0000.00.0149,http://uc.socioambiental.org/pt-br/arp/598
MONAT Serra do Gambá,MONAT,442,0000.31.2623,http://uc.socioambiental.org/pt-br/arp/5504
PARNA Serra do Gandarela,PARNA,31284,0000.00.3136,http://uc.socioambiental.org/pt-br/arp/5221
RVS Serra do Giz,RVS,-,0000.26.3944,http://uc.socioambiental.org/pt-br/arp/6059
PES Serra do Intendente,PES,13509,0000.31.1762,http://uc.socioambiental.org/pt-br/arp/4823
PARNA Serra do Itajaí,PARNA,57374,0000.00.0150,http://uc.socioambiental.org/pt-br/arp/4242
APA Serra do Itapeti,APA,5138,0000.35.3887,http://uc.socioambiental.org/pt-br/arp/5617
APA Serra do Lajeado,APA,121416,0000.17.1498,http://uc.socioambiental.org/pt-br/arp/832
APA Serra do Mar (APA),APA,488865,0000.35.1716,http://uc.socioambiental.org/pt-br/arp/970
PES Serra do Mar (PES),PES,315391,0000.35.0798,http://uc.socioambiental.org/pt-br/arp/865
ARIE Serra do Orobó,ARIE,7397,0000.29.0300,http://uc.socioambiental.org/pt-br/arp/3562
APA Serra do Ouro,APA,50668,0000.29.1569,http://uc.socioambiental.org/pt-br/arp/4914
PES Serra do Ouro Branco,PES,7520,0000.31.2619,http://uc.socioambiental.org/pt-br/arp/5527
PES Serra do Papagaio,PES,22917,0000.31.0406,http://uc.socioambiental.org/pt-br/arp/2918
PARNA Serra do Pardo,PARNA,445392,0000.00.0151,http://uc.socioambiental.org/pt-br/arp/4265
PES Serra do Rola Moça,PES,3941,0000.31.0398,http://uc.socioambiental.org/pt-br/arp/2485
APA Serra do Sabonetal,APA,82500,0000.31.0408,http://uc.socioambiental.org/pt-br/arp/2925
PES Serra dos Martírios/Andorinhas,PES,24897,0000.15.1021,http://uc.socioambiental.org/pt-br/arp/1311
MONAT Serra dos Mascates,MONAT,674,,http://uc.socioambiental.org/pt-br/arp/5635
RVS Serra dos Montes Altos,RVS,27499,0000.29.2016,http://uc.socioambiental.org/pt-br/arp/5190
PES Serra dos Montes Altos,PES,18491,0000.29.2026,http://uc.socioambiental.org/pt-br/arp/5189
PES Serra do Sobrado,PES,383,0000.31.2613,http://uc.socioambiental.org/pt-br/arp/5528
PARNA Serra dos Órgãos,PARNA,20024,0000.00.0152,http://uc.socioambiental.org/pt-br/arp/867
PES Serra dos Reis,PES,36442.30078125,0000.11.0774,http://uc.socioambiental.org/pt-br/arp/3036
PES Serra dos Reis A,PES,2244,,http://uc.socioambiental.org/pt-br/arp/4185
ESEC Serra dos Três Irmãos,ESEC,87409,0000.11.0768,http://uc.socioambiental.org/pt-br/arp/826
PES Serra do Tabuleiro,PES,87405,0000.42.0786,http://uc.socioambiental.org/pt-br/arp/1152
PARNA Serra do Teixeira,PARNA,61095,,http://uc.socioambiental.org/pt-br/arp/6106
ARIE Serra do Tigre (ARIE),ARIE,33,0000.41.0544,http://uc.socioambiental.org/pt-br/arp/1271
APA Serra Dourada,APA,30000,0000.52.1749,http://uc.socioambiental.org/pt-br/arp/3083
PES Serra Dourada (PES),PES,30000,0000.52.1745,http://uc.socioambiental.org/pt-br/arp/3535
PES Serra Furada,PES,1329,0000.42.0780,http://uc.socioambiental.org/pt-br/arp/1154
APA Serra Geral de Goiás,APA,60000,0000.52.1748,http://uc.socioambiental.org/pt-br/arp/2575
ESEC Serra Geral do Tocantins,ESEC,716306,0000.00.0076,http://uc.socioambiental.org/pt-br/arp/1405
PARNA Serra Geral (PARNA),PARNA,17300,0000.00.0153,http://uc.socioambiental.org/pt-br/arp/871
REBIO Serra Geral (REBIO),REBIO,4846,0000.43.2010,http://uc.socioambiental.org/pt-br/arp/2317
PES Serra Negra da Mantiqueira,PES,-,0000.31.3808,http://uc.socioambiental.org/pt-br/arp/6045
PES Serra Negra (MG),PES,13654,0000.31.0393,http://uc.socioambiental.org/pt-br/arp/2816
REBIO Serra Negra (REBIO),REBIO,1100,0000.00.0200,http://uc.socioambiental.org/pt-br/arp/989
PES Serra Nova e Talhado,PES,49863,0000.31.0888,http://uc.socioambiental.org/pt-br/arp/4191
PES Serra Ricardo Franco,PES,158621,0000.51.0448,http://uc.socioambiental.org/pt-br/arp/1344
RVS Serras Caatingueiras,RVS,-,0000.26.4016,http://uc.socioambiental.org/pt-br/arp/6060
APA Serras e Brejos do Capibaribe,APA,-,0000.26.4193,http://uc.socioambiental.org/pt-br/arp/6054
PES Serra Verde,PES,142,0000.31.1781,http://uc.socioambiental.org/pt-br/arp/5529
